model,availability,price,barcode
"FES488016","0","1709.2000","4014549187401"
"FES488030","6","2834.7800","4014549187500"
"FES488036","4","304.3500","4014549061459"
"FES488045","0","108.7000","4014549785300"
"FES488059","0","21430.4300","4014549007358"
"FES488060","2","9191.3000","4014549007457"
"FES488061","5","6543.4800","4014549007556"
"FES488062","2","6447.8300","4014549007655"
"FES488063","0","7939.1300","4014549079355"
"FES488064","2","2795.6500","4014549064559"
"FES488065","1","473.6000","4014549064658"
"FES488081","0","1817.3900","4014549188705"
"FES488083","1","1617.3900","4014549188903"
"FES488086","2","1617.3900","4014549189207"
"FES488091","1","713.0400","4014549785607"
"FES488134","9","565.2200","4014549786505"
"FES488135","3","865.2200","4014549786604"
"FES488136","0","665.2200","4014549786703"
"FES488137","0","226.0900","4014549786802"
"FES488138","3","252.1700","4014549786901"
"FES488139","3","760.8700","4014549787007"
"FES488140","0","495.6500","4014549787106"
"FES488147","0","426.0900","4014549787809"
"FES488148","1","2004.3500","4014549787908"
"FES488149","2","2286.9600","4014549788004"
"FES488150","2","265.2200","4014549788103"
"FES488151","2","1121.7400","4014549788202"
"FES488153","2","7178.2600","4014549788400"
"FES488155","0","643.4800","4014549788608"
"FES488158","1","1304.3500","4014549788905"
"FES488159","6","282.6100","4014549789001"
"FES488160","0","1404.3500","4014549789100"
"FES488180","0","4572.7000","4014549067451"
"FES488181","0","2297.1000","4014549067550"
"FES488226","3","765.2200","4014549070659"
"FES488230","22","366.2500","8590163034582"
"FES488271","1","617.3900","4014549792704"
"FES488287","0","203.7000","4014549642252"
"FES488288","2","1765.2200","4014549066157"
"FES488289","0","2473.9100","4014549066256"
"FES488291","1","3891.3000","4014549066454"
"FES488292","0","2678.2600","4014549066553"
"FES488312","2","795.6500","4014549071151"
"FES488337","3","634.7800","4014549071953"
"FES488339","1","517.3900","4014549072158"
"FES488341","2","517.3900","4014549072356"
"FES488342","1","730.4300","4014549072455"
"FES488347","0","852.1700","4014549072950"
"FES488348","0","852.1700","4014549073056"
"FES488349","0","817.3900","4014549073155"
"FES488354","0","1508.7000","4014549073650"
"FES488355","0","1508.7000","4014549073759"
"FES488413","1","1130.4300","4014549794104"
"FES488418","0","1204.3500","4014549074053"
"FES488433","0","717.3900","4014549794203"
"FES488437","0","2586.8000","4014549069851"
"FES488439","0","2938.2000","4014549067055"
"FES488460","3","1056.5200","4014549070451"
"FES488461","1","1286.9600","4014549049648"
"FES488503","2","356.5200","4014549075357"
"FES488518","5","1826.0900","4014549795507"
"FES488523","2","26.0900","4014549795705"
"FES488529","3","2017.3900","4014549795903"
"FES488530","6","269.5700","4014549796009"
"FES488531","1","408.7000","4014549796108"
"FES488543","0","282.6100","4014549076156"
"FES488544","0","360.8700","4014549076255"
"FES488549","0","1446.1500","4014549653852"
"FES488560","0","830.4300","4014549079553"
"FES488564","0","1792.4000","4014549075852"
"FES488565","0","1103.5000","4014549075951"
"FES488566","0","904.3500","4014549076354"
"FES488577","0","973.9100","4014549655153"
"FES488579","7","147.8300","4014549655252"
"FES488598","6","1165.2200","4014549796702"
"FES488601","0","1595.6500","4014549797006"
"FES488630","5","504.3500","4014549656655"
"FES488631","0","256.5200","4014549656754"
"FES488638","0","721.7400","4014549797600"
"FES488661","1","130.4300","4014549658758"
"FES488663","0","2191.3000","4014549658857"
"FES488711","2","4069.5700","4014549079652"
"FES488715","4","339.1300","4014549077559"
"FES488716","9","339.1300","4014549077658"
"FES488717","2","273.9100","4014549077757"
"FES488752","0","873.9100","4014549081952"
"FES488754","1","591.3000","4014549085158"
"FES488755","3","1091.3000","4014549083055"
"FES488756","5","858.3500","4014549081853"
"FES488760","1","1091.3000","4014549083154"
"FES488761","3","1091.3000","4014549083253"
"FES488856","0","830.4300","4014549674154"
"FES488867","2","660.8700","4014549675052"
"FES488868","0","721.7400","4014549675151"
"FES488869","0","752.1700","4014549675250"
"FES488870","0","478.2600","4014549675359"
"FES488876","2","11678.2600","4014549675953"
"FES488877","2","2256.5200","4014549050996"
"FES488878","0","2256.5200","4014549676158"
"FES488879","1","2021.7400","4014549676257"
"FES488880","0","2021.7400","4014549676356"
"FES488881","0","2256.5200","4014549676455"
"FES488899","1","386.9600","4014549078150"
"FES488915","12","291.3000","4014549677858"
"FES488916","10","412.3000","4014549677957"
"FES488920","3","269.5700","4014549678350"
"FES488930","6","539.1300","4014549679258"
"FES488931","3","539.1300","4014549679357"
"FES488952","1","1965.6000","4014549681350"
"FES488953","0","1804.3500","4014549681459"
"FES488954","3","1556.5200","4014549681558"
"FES488965","0","43.4800","4014549682456"
"FES488970","6","43.4800","4014549682951"
"FES489002","0","2586.8000","4014549080856"
"FES489003","0","2928.0000","4014549080955"
"FES489018","6","147.8300","4014549686850"
"FES489022","1","478.2600","4014549081259"
"FES489083","3","700.0000","4014549690154"
"FES489122","1","534.7800","4014549691151"
"FES489125","16","304.3500","4014549083758"
"FES489127","0","895.6500","4014549083857"
"FES489128","-2","217.3900","4014549083451"
"FES489129","1","547.8300","4014549083550"
"FES489161","5","1534.7800","4014549693353"
"FES489184","2","365.2200","4014549694954"
"FES489185","0","286.9600","4014549695050"
"FES489186","1","165.2200","4014549695159"
"FES489187","0","743.4800","4014549695258"
"FES489190","0","273.9100","4014549695555"
"FES489193","0","82.6100","4014549695852"
"FES489211","0","682.6100","4014549697153"
"FES489214","0","400.0000","4014549697450"
"FES489215","4","326.0900","4014549697559"
"FES489222","0","1404.3500","4014549087558"
"FES489224","3","713.0400","4014549698150"
"FES489229","0","356.5200","4014549089354"
"FES489230","0","1478.2600","4014549002322"
"FES489251","0","3630.7000","4014549096857"
"FES489252","0","543.4800","4014549090251"
"FES489266","0","5173.6500","4014549090558"
"FES489267","0","652.1700","4014549045732"
"FES489284","0","2943.4800","4014549095751"
"FES489285","0","943.4800","4014549095959"
"FES489286","0","595.6500","4014549095850"
"FES489342","6","630.4300","4014549003077"
"FES489355","2","978.2600","4014549003169"
"FES489356","0","1217.3900","4014549003176"
"FES489396","0","2023.8000","4014549045251"
"FES489397","1","660.8700","4014549013243"
"FES489426","0","1100.0000","8590163037163"
"FES489427","0","1017.3900","4014549098752"
"FES489458","0","3295.6500","4014549103456"
"FES489459","0","3891.3000","4014549103555"
"FES489498","0","573.9100","4014549009284"
"FES489530","0","2347.8300","4014549003992"
"FES489565","0","916.6000","4014549104354"
"FES489570","4","982.6100","4014549104958"
"FES489571","24","1208.7000","4014549105054"
"FES489608","1","1100.0000","4014549003978"
"FES489620","3","95.6500","4014549004210"
"FES489622","0","104.3500","4014549004234"
"FES489629","-2","673.9100","4014549021125"
"FES489630","4","565.2200","4014549021132"
"FES489631","7","595.6500","4014549107157"
"FES489632","6","147.8300","4014549004197"
"FES489641","1","834.7800","4014549756157"
"FES489663","0","1115.2000","4014549111253"
"FES489664","0","1150.8500","4014549004326"
"FES489700","4","204.3500","4014549004593"
"FES489728","1","3626.0900","4014549111352"
"FES489731","0","3626.0900","4014549111451"
"FES489734","0","3052.2000","4014549112151"
"FES489742","13","104.3500","4014549755457"
"FES489744","3","1100.0000","4014549004739"
"FES489759","0","182.6100","4014549049495"
"FES489773","4","1817.3900","4014549004890"
"FES489784","0","208.7000","4014549005019"
"FES489790","0","1169.5700","4014549113851"
"FES489830","1","1269.5700","4014549754658"
"FES489831","3","1369.5700","4014549754757"
"FES489886","12","1147.8300","4014549005774"
"FES489924","0","108.7000","4014549014844"
"FES489925","0","113.0400","4014549012581"
"FES489926","-1","108.7000","4014549018262"
"FES489927","6","113.0400","4014549014691"
"FES490031","3","404.3500","4014549116753"
"FES490085","1","1121.7400","4014549113950"
"FES490090","5","1121.7400","4014549114056"
"FES490091","0","1121.7400","4014549114155"
"FES490092","11","1252.1700","4014549114254"
"FES490093","0","1252.1700","4014549114353"
"FES490094","0","1356.5200","4014549114452"
"FES490095","4","1465.2200","4014549114551"
"FES490096","0","1465.2200","4014549114650"
"FES490098","0","56.5200","4014549005613"
"FES490118","0","656.5200","4014549116852"
"FES490119","0","656.5200","4014549116951"
"FES490120","11","178.2600","4014549117057"
"FES490121","4","473.9100","4014549117156"
"FES490127","0","3773.9100","4014549115350"
"FES490131","0","1117.3900","4014549115251"
"FES490136","3","473.9100","4014549005811"
"FES490143","2","286.9600","4014549006245"
"FES490144","3","1630.4300","4014549005798"
"FES490160","0","282.6100","4014549118054"
"FES490161","3","634.7800","4014549118153"
"FES490162","1","686.9600","4014549118252"
"FES490163","2","686.9600","4014549118351"
"FES490164","4","686.9600","4014549118450"
"FES490165","3","686.9600","4014549118559"
"FES490166","4","686.9600","4014549118658"
"FES490167","3","686.9600","4014549118757"
"FES490178","4","455.5000","4014549116258"
"FES490180","15","596.3500","4014549116456"
"FES490181","3","338.1000","4014549116555"
"FES490188","1","1100.0000","4014549006733"
"FES490200","1","247.8300","4014549006054"
"FES490205","4","321.7400","4014549006238"
"FES490207","1","1026.0900","4014549006139"
"FES490208","3","939.1300","4014549006061"
"FES490209","1","278.2600","4014549006177"
"FES490210","2","1026.0900","4014549006160"
"FES490211","1","143.4800","4014549006382"
"FES490212","2","252.1700","4014549006184"
"FES490213","1","526.0900","4014549006085"
"FES490214","0","386.9600","4014549006092"
"FES490215","2","200.0000","4014549006146"
"FES490216","0","221.7400","4014549006078"
"FES490217","3","295.6500","4014549006122"
"FES490218","2","247.8300","4014549006115"
"FES490219","2","256.5200","4014549057247"
"FES490220","2","260.8700","4014549006047"
"FES490223","10","147.8300","4014549057261"
"FES490224","2","147.8300","4014549006191"
"FES490249","4","395.6500","4014549115954"
"FES490250","6","443.4800","4014549116050"
"FES490253","0","247.8300","4014549005897"
"FES490254","2","1291.3000","4014549005910"
"FES490256","0","1206.8000","4014549116159"
"FES490282","2","108.7000","4014549006399"
"FES490286","1","895.6500","4014549006436"
"FES490287","0","1526.0900","4014549006443"
"FES490293","2","2673.9100","4014549072097"
"FES490294","0","2673.9100","4014549061190"
"FES490297","2","630.4300","4014549758458"
"FES490300","2","252.1700","4014549758755"
"FES490301","2","626.0900","4014549758854"
"FES490302","0","139.1300","4014549758953"
"FES490305","1","1604.3500","4014549006528"
"FES490312","3","11330.4300","4014549122754"
"FES490338","0","865.6500","4014549117958"
"FES490340","0","452.1700","4014549122358"
"FES490367","0","1721.7400","4014549001882"
"FES490368","0","1807.7000","4014549073698"
"FES490406","0","682.6100","4014549006597"
"FES490421","0","1695.7000","4014549010549"
"FES490429","0","186.9600","4014549006672"
"FES490431","1","391.3000","4014549009437"
"FES490450","0","204.3500","4014549009444"
"FES490458","1","60.8700","4014549038277"
"FES490459","0","56.5200","4014549038291"
"FES490460","2","60.8700","4014549038376"
"FES490481","0","221.7400","4014549127254"
"FES490482","0","221.7400","4014549127353"
"FES490483","0","221.7400","4014549127452"
"FES490501","0","213.9000","4014549124352"
"FES490502","0","213.9000","4014549124451"
"FES490503","9","198.0500","4014549124550"
"FES490504","0","321.7400","4014549124659"
"FES490505","0","321.7400","4014549124758"
"FES490506","0","321.7400","4014549124857"
"FES490507","0","321.7400","4014549124956"
"FES490508","1","321.7400","4014549125052"
"FES490514","3","1278.2600","4014549131954"
"FES490517","0","1734.7800","4014549122556"
"FES490526","0","1278.2600","4014549065785"
"FES490537","1","1596.5000","8590163950264"
"FES490555","0","1105.0000","4014549071991"
"FES490557","1","286.9600","4014549065778"
"FES490564","1","1291.3000","4014549017425"
"FES490565","0","1400.0000","4014549058459"
"FES490575","0","900.0000","4014549055045"
"FES490603","0","7857.1500","4014549060070"
"FES490605","0","2908.7000","4014549060094"
"FES490643","0","4678.2600","4014549064948"
"FES490645","1","4678.2600","4014549064542"
"FES490651","15","317.3900","4014549007044"
"FES490701","0","2673.9100","4014549072691"
"FES490714","12","260.8700","4014549011249"
"FES490724","1","1217.3900","4014549047811"
"FES490725","-1","1217.3900","4014549017470"
"FES490743","2","1747.8300","4014549017517"
"FES490751","0","2989.1000","4014549069141"
"FES490752","0","2989.1000","4014549069196"
"FES490755","2","3730.4300","4014549001837"
"FES490770","0","339.1300","4014549072196"
"FES490771","0","339.1300","4014549072240"
"FES490772","1","339.1300","4014549072295"
"FES490780","2","1013.0400","4014549071946"
"FES490818","3","430.4300","4014549071298"
"FES490819","2","734.7800","4014549071342"
"FES490820","0","665.2200","4014549071397"
"FES490823","1","334.7800","4014549071540"
"FES490824","1","234.7800","4014549071595"
"FES490825","1","373.9100","4014549071649"
"FES490826","3","273.9100","4014549071694"
"FES490828","6","4132.2000","4014549071793"
"FES490843","1","760.8700","4014549011317"
"FES490844","0","317.3900","4014549011324"
"FES490864","1","834.7800","4014549011928"
"FES490885","8","608.7000","4014549007266"
"FES490899","0","1299.7500","4014549012123"
"FES490900","1","1052.1700","4014549007525"
"FES490912","0","452.1700","4014549012130"
"FES490913","0","686.9600","4014549011980"
"FES490914","0","600.0000","4014549011997"
"FES490917","3","456.5200","4014549011898"
"FES490918","2","147.8300","4014549012017"
"FES490919","0","569.5700","4014549072790"
"FES490928","1","1313.0400","4014549075142"
"FES490929","2","378.2600","4014549017081"
"FES490930","2","1078.2600","4014549017432"
"FES490931","1","1047.8300","4014549017449"
"FES490932","-1","626.0900","4014549072899"
"FES490933","1","652.1700","4014549017494"
"FES490934","0","1286.9600","4014549017487"
"FES490935","5","1443.4800","4014549031742"
"FES490936","0","260.8700","4014549017463"
"FES490941","0","343.4800","4014549000274"
"FES490942","0","343.4800","4014549000335"
"FES490943","0","343.4800","4014549000342"
"FES490944","2","565.2200","4014549000366"
"FES490945","0","434.7800","4014549000373"
"FES490946","0","652.1700","4014549000380"
"FES490947","0","539.1300","4014549000397"
"FES490948","0","591.3000","4014549000410"
"FES490949","0","652.1700","4014549000427"
"FES490950","0","756.5200","4014549000434"
"FES490951","1","873.9100","4014549000441"
"FES490952","0","700.0000","4014549000465"
"FES490953","0","700.0000","4014549000472"
"FES490954","0","717.3900","4014549000489"
"FES490955","0","730.4300","4014549000496"
"FES490956","0","769.5700","4014549000519"
"FES490957","0","791.3000","4014549000526"
"FES490958","0","660.8700","4014549000533"
"FES490959","0","665.2200","4014549000540"
"FES490960","0","726.0900","4014549000564"
"FES490961","0","734.7800","4014549000571"
"FES490962","0","756.5200","4014549000588"
"FES490963","0","791.3000","4014549000595"
"FES490964","0","804.3500","4014549000618"
"FES490965","0","856.5200","4014549000625"
