parent,code,image,url,name,description,meta_description,meta_keyword,category_tree
"BDA","BDAF","","https://www.vermontsales.co.za/index.php?route=product/category&path=2123","Plastic","Plastic","Plastic","Plastic","Cutting/Sawing > Jigsaw Blades > T-Shank > Plastic"
"BD","BDB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1780","U-Shank","U-Shank","U-Shank","U-Shank","Cutting/Sawing > Jigsaw Blades > U-Shank"
"BDB","BDBA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2125","Wood","Wood","Wood","Wood","Cutting/Sawing > Jigsaw Blades > U-Shank > Wood"
"BDB","BDBB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1781","Metal","Metal","Metal","Metal","Cutting/Sawing > Jigsaw Blades > U-Shank > Metal"
"BDB","BDBC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2210","Abrasives /Ceramics/Glass","Abrasives /Ceramics/Glass","Abrasives /Ceramics/Glass","Abrasives /Ceramics/Glass","Cutting/Sawing > Jigsaw Blades > U-Shank > Abrasives /Ceramics/Glass"
"BDB","BDBD","","https://www.vermontsales.co.za/index.php?route=product/category&path=2126","Sets","Sets","Sets","Sets","Cutting/Sawing > Jigsaw Blades > U-Shank > Sets"
"BD","BDC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1818","Makita Shank","Makita Shank","Makita Shank","Makita Shank","Cutting/Sawing > Jigsaw Blades > Makita Shank"
"BDC","BDCA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1819","Wood","Wood","Wood","Wood","Cutting/Sawing > Jigsaw Blades > Makita Shank > Wood"
"BDC","BDCB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1972","Metal","Metal","Metal","Metal","Cutting/Sawing > Jigsaw Blades > Makita Shank > Metal"
"B","BE","","https://www.vermontsales.co.za/index.php?route=product/category&path=1341","Scroll Saw Blades","Oscillating","Oscillating","Oscillating","Cutting/Sawing > Scroll Saw Blades"
"BE","BEA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1465","Pinless/Plain","Oscillating","Oscillating","Oscillating","Cutting/Sawing > Scroll Saw Blades > Pinless/Plain"
"BE","BEB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1638","Pinned","Bi-Metal Blades","Bi-Metal Blades","Bi-Metal Blades","Cutting/Sawing > Scroll Saw Blades > Pinned"
"BE","BEC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1639","Pinless Conversion Kit","HSS Blades","HSS Blades","HSS Blades","Cutting/Sawing > Scroll Saw Blades > Pinless Conversion Kit"
"B","BF","","https://www.vermontsales.co.za/index.php?route=product/category&path=1920","Drill Saw","Drill Saw","Drill Saw","Drill Saw","Cutting/Sawing > Drill Saw"
"B","BG","","https://www.vermontsales.co.za/index.php?route=product/category&path=2166","Hacksaw Blades","Hacksaw Blades","Hacksaw Blades","Hacksaw Blades","Cutting/Sawing > Hacksaw Blades"
"B","BH","","https://www.vermontsales.co.za/index.php?route=product/category&path=1968","Reciprocating Saw/Sabre/Blades","Reciprocating Saw/Sabre/Blades","Reciprocating Saw/Sabre/Blades","Reciprocating Saw/Sabre/Blades","Cutting/Sawing > Reciprocating Saw/Sabre/Blades"
"BH","BHA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1969","Reciprocating Saw/Sabre Blades","Reciprocating Saw/Sabre Blades","Reciprocating Saw/Sabre Blades","Reciprocating Saw/Sabre Blades","Cutting/Sawing > Reciprocating Saw/Sabre/Blades > Reciprocating Saw/Sabre Blades"
"B","BI","","https://www.vermontsales.co.za/index.php?route=product/category&path=1993","Planer Blades","Planer Blades","Planer Blades","Planer Blades","Cutting/Sawing > Planer Blades"
"B","BJ","","https://www.vermontsales.co.za/index.php?route=product/category&path=2551","Chainsaw/Mortiser Chains","Chainsaw/Mortiser Chains","Chainsaw/Mortiser Chains","Chainsaw/Mortiser Chains","Cutting/Sawing > Chainsaw/Mortiser Chains"
"BJ","BJA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2552","Chainsaw Chain/Mortiser Chain","Chainsaw Chain/Mortiser Chain","Chainsaw Chain/Mortiser Chain","Chainsaw Chain/Mortiser Chain","Cutting/Sawing > Chainsaw/Mortiser Chains > Chainsaw Chain/Mortiser Chain"
"","C","","https://www.vermontsales.co.za/index.php?route=product/category&path=794","Drilling","Routing","Routing","Routing","Drilling"
"C","CA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1008","Steel/Metals","Bits","Bits","Bits","Drilling > Steel/Metals"
"CA","CAA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1009","Standard","1/4'","1/4'","1/4'","Drilling > Steel/Metals > Standard"
"CA","CAB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1139","Cobalt","1/2'","1/2'","1/2'","Drilling > Steel/Metals > Cobalt"
"CA","CAC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1041","Turbo","Sets","Sets","Sets","Drilling > Steel/Metals > Turbo"
"CA","CAD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1138","Step","Bearings","Bearings","Bearings","Drilling > Steel/Metals > Step"
"CA","CAF","","https://www.vermontsales.co.za/index.php?route=product/category&path=1960","Spot Weld","Spot Weld","Spot Weld","Spot Weld","Drilling > Steel/Metals > Spot Weld"
"CA","CAG","","https://www.vermontsales.co.za/index.php?route=product/category&path=1824","Sets","Sets","Sets","Sets","Drilling > Steel/Metals > Sets"
"CA","CAH","","https://www.vermontsales.co.za/index.php?route=product/category&path=2237","Solid Carbide","Solid Carbide","Solid Carbide","Solid Carbide","Drilling > Steel/Metals > Solid Carbide"
"CA","CAK","","https://www.vermontsales.co.za/index.php?route=product/category&path=2208","Annular/Broach/Weldon Shank","Annular/Broach/Weldon Shank","Annular/Broach/Weldon Shank","Annular/Broach/Weldon Shank","Drilling > Steel/Metals > Annular/Broach/Weldon Shank"
"CA","CAL","","https://www.vermontsales.co.za/index.php?route=product/category&path=2316","Cutting Oil","Cutting Oil","Cutting Oil","Cutting Oil","Drilling > Steel/Metals > Cutting Oil"
"C","CB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1071","Masonry/Concrete","Accessories","Accessories","Accessories","Drilling > Masonry/Concrete"
"CB","CBA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1217","Standard","Tables","Tables","Tables","Drilling > Masonry/Concrete > Standard"
"CBA","CBAA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1949","Masonry","Masonry","Masonry","Masonry","Drilling > Masonry/Concrete > Standard > Masonry"
"CBA","CBAB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1852","Concrete/Beton","Concrete/Beton","Concrete/Beton","Concrete/Beton","Drilling > Masonry/Concrete > Standard > Concrete/Beton"
"CB","CBB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1072","Sds-Plus","Dovetails","Dovetails","Dovetails","Drilling > Masonry/Concrete > Sds-Plus"
"CB","CBC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1796","Sds-Max","Sds-Max","Sds-Max","Sds-Max","Drilling > Masonry/Concrete > Sds-Max"
"CB","CBD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1899","Hollow Core","Hollow Core","Hollow Core","Hollow Core","Drilling > Masonry/Concrete > Hollow Core"
"CBD","CBDA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1906","Adaptors/ Pilots","Adaptors/ Pilots","Adaptors/ Pilots","Adaptors/ Pilots","Drilling > Masonry/Concrete > Hollow Core > Adaptors/ Pilots"
"CBD","CBDB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1900","Core Drills","Core Drills","Core Drills","Core Drills","Drilling > Masonry/Concrete > Hollow Core > Core Drills"
"CBD","CBDC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2492","Core Drills For Angle Grinders","Core Drills For Angle Grinders","Core Drills For Angle Grinders","Core Drills For Angle Grinders","Drilling > Masonry/Concrete > Hollow Core > Core Drills For Angle Grinders"
"CB","CBE","","https://www.vermontsales.co.za/index.php?route=product/category&path=1888","Diamond Core","Diamond Core","Diamond Core","Diamond Core","Drilling > Masonry/Concrete > Diamond Core"
"CBE","CBEA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1889","Adaptors","Adaptors","Adaptors","Adaptors","Drilling > Masonry/Concrete > Diamond Core > Adaptors"
"CBE","CBEB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1957","Core Drills","Core Drills","Core Drills","Core Drills","Drilling > Masonry/Concrete > Diamond Core > Core Drills"
"CB","CBF","","https://www.vermontsales.co.za/index.php?route=product/category&path=1845","Chisels","Chisels","Chisels","Chisels","Drilling > Masonry/Concrete > Chisels"
"CBF","CBFA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1981","Sds-Plus","Sds-Plus","Sds-Plus","Sds-Plus","Drilling > Masonry/Concrete > Chisels > Sds-Plus"
"CBF","CBFB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1846","Sds-Max","Sds-Max","Sds-Max","Sds-Max","Drilling > Masonry/Concrete > Chisels > Sds-Max"
"CB","CBG","","https://www.vermontsales.co.za/index.php?route=product/category&path=2149","Dust Collectors","Dust Collectors","Dust Collectors","Dust Collectors","Drilling > Masonry/Concrete > Dust Collectors"
"CB","CBH","","https://www.vermontsales.co.za/index.php?route=product/category&path=1881","Sets","Sets","Sets","Sets","Drilling > Masonry/Concrete > Sets"
"C","CC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1829","Tile And Glass","Tile And Glass","Tile And Glass","Tile And Glass","Drilling > Tile And Glass"
"CC","CCA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1836","Standard","Standard","Standard","Standard","Drilling > Tile And Glass > Standard"
"CC","CCB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1830","Diamond Core","Diamond Core","Diamond Core","Diamond Core","Drilling > Tile And Glass > Diamond Core"
"CC","CCC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2212","Sets","Sets","Sets","Sets","Drilling > Tile And Glass > Sets"
"CC","CCD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1958","Ceramic Tile/Marble","Ceramic Tile/Marble","Ceramic Tile/Marble","Ceramic Tile/Marble","Drilling > Tile And Glass > Ceramic Tile/Marble"
"CCD","CCDA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1959","Ceramic Tile/ Marble","Ceramic Tile/ Marble","Ceramic Tile/ Marble","Ceramic Tile/ Marble","Drilling > Tile And Glass > Ceramic Tile/Marble > Ceramic Tile/ Marble"
"CC","CCE","","https://www.vermontsales.co.za/index.php?route=product/category&path=2625","Porcelain Tile","Porcelain Tile","Porcelain Tile","Porcelain Tile","Drilling > Tile And Glass > Porcelain Tile"
"CCE","CCEA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2626","PorcelainTiles","PorcelainTiles","PorcelainTiles","PorcelainTiles","Drilling > Tile And Glass > Porcelain Tile > PorcelainTiles"
"C","CD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1137","Special","3 Wing Cutter","3 Wing Cutter","3 Wing Cutter","Drilling > Special"
"CD","CDA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2332","Roof Tiles","Roof Tiles","Roof Tiles","Roof Tiles","Drilling > Special > Roof Tiles"
"CD","CDB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1867","Multipurpose","Multipurpose","Multipurpose","Multipurpose","Drilling > Special > Multipurpose"
"CD","CDD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1911","Hole Cutter","Hole Cutter","Hole Cutter","Hole Cutter","Drilling > Special > Hole Cutter"
"CDD","CDDA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2131","Tiles","Tiles","Tiles","Tiles","Drilling > Special > Hole Cutter > Tiles"
"CDD","CDDB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1912","Wood","Wood","Wood","Wood","Drilling > Special > Hole Cutter > Wood"
"CD","CDE","","https://www.vermontsales.co.za/index.php?route=product/category&path=2354","Porcelain","Porcelain","Porcelain","Porcelain","Drilling > Special > Porcelain"
"CD","CDF","","https://www.vermontsales.co.za/index.php?route=product/category&path=2178","Sets","Sets","Sets","Sets","Drilling > Special > Sets"
"CD","CDG","","https://www.vermontsales.co.za/index.php?route=product/category&path=2340","Granite","Granite","Granite","Granite","Drilling > Special > Granite"
"C","CE","","https://www.vermontsales.co.za/index.php?route=product/category&path=1777","Wood","Wood","Wood","Wood","Drilling > Wood"
"CE","CEA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1778","Auger","Auger","Auger","Auger","Drilling > Wood > Auger"
"CEA","CEAB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2233","Scotch Eye","Scotch Eye","Scotch Eye","Scotch Eye","Drilling > Wood > Auger > Scotch Eye"
"CEA","CEAC","","https://www.vermontsales.co.za/index.php?route=product/category&path=2143","Gimlet","Gimlet","Gimlet","Gimlet","Drilling > Wood > Auger > Gimlet"
"CEA","CEAD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1779","4 Flute Boring Bit","4 Flute Boring Bit","4 Flute Boring Bit","4 Flute Boring Bit","Drilling > Wood > Auger > 4 Flute Boring Bit"
"CE","CEB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1963","Brad Point","Brad Point","Brad Point","Brad Point","Drilling > Wood > Brad Point"
"CE","CEC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1827","Spade Bit","Spade Bit","Spade Bit","Spade Bit","Drilling > Wood > Spade Bit"
"CE","CED","","https://www.vermontsales.co.za/index.php?route=product/category&path=2164","Expansive","Expansive","Expansive","Expansive","Drilling > Wood > Expansive"
"CE","CEE","","https://www.vermontsales.co.za/index.php?route=product/category&path=1808","Forstner","Forstner","Forstner","Forstner","Drilling > Wood > Forstner"
"CE","CEF","","https://www.vermontsales.co.za/index.php?route=product/category&path=1930","Sets","Sets","Sets","Sets","Drilling > Wood > Sets"
"CE","CEG","","https://www.vermontsales.co.za/index.php?route=product/category&path=1848","Cavity Wood Drill Bit","Cavity Wood Drill Bit","Cavity Wood Drill Bit","Cavity Wood Drill Bit","Drilling > Wood > Cavity Wood Drill Bit"
"CE","CEH","","https://www.vermontsales.co.za/index.php?route=product/category&path=1896","Plug Cutters","Plug Cutters","Plug Cutters","Plug Cutters","Drilling > Wood > Plug Cutters"
"C","CF","","https://www.vermontsales.co.za/index.php?route=product/category&path=1812","Hole Saw","Hole Saw","Hole Saw","Hole Saw","Drilling > Hole Saw"
"CF","CFA","","https://www.vermontsales.co.za/index.php?route=product/category&path=2165","Carbon Steel","Carbon Steel","Carbon Steel","Carbon Steel","Drilling > Hole Saw > Carbon Steel"
"CF","CFB","","https://www.vermontsales.co.za/index.php?route=product/category&path=2163","Bi-Metal","Bi-Metal","Bi-Metal","Bi-Metal","Drilling > Hole Saw > Bi-Metal"
"CF","CFC","","https://www.vermontsales.co.za/index.php?route=product/category&path=1813","Tungsten Carbide Grit","Tungsten Carbide Grit","Tungsten Carbide Grit","Tungsten Carbide Grit","Drilling > Hole Saw > Tungsten Carbide Grit"
"CF","CFD","","https://www.vermontsales.co.za/index.php?route=product/category&path=1909","Tungsten Carbide Tipped","Tungsten Carbide Tipped","Tungsten Carbide Tipped","Tungsten Carbide Tipped","Drilling > Hole Saw > Tungsten Carbide Tipped"
"CF","CFE","","https://www.vermontsales.co.za/index.php?route=product/category&path=1814","Hss","Hss","Hss","Hss","Drilling > Hole Saw > Hss"
"CF","CFF","","https://www.vermontsales.co.za/index.php?route=product/category&path=1815","Diamond Grit","Diamond Grit","Diamond Grit","Diamond Grit","Drilling > Hole Saw > Diamond Grit"
"CF","CFG","","https://www.vermontsales.co.za/index.php?route=product/category&path=2146","Sets","Sets","Sets","Sets","Drilling > Hole Saw > Sets"
"CF","CFH","","https://www.vermontsales.co.za/index.php?route=product/category&path=1838","Mandrels / Pilot Drill Bits","Mandrels / Pilot Drill Bits","Mandrels / Pilot Drill Bits","Mandrels / Pilot Drill Bits","Drilling > Hole Saw > Mandrels / Pilot Drill Bits"
"C","CG","","https://www.vermontsales.co.za/index.php?route=product/category&path=1801","Chucks","Chucks","Chucks","Chucks","Drilling > Chucks"
"CG","CGA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1802","Chucks/Adaptors","Chucks/Adaptors","Chucks/Adaptors","Chucks/Adaptors","Drilling > Chucks > Chucks/Adaptors"
"CGA","CGAA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1803","Chucks/ Adaptors","Chucks/ Adaptors","Chucks/ Adaptors","Chucks/ Adaptors","Drilling > Chucks > Chucks/Adaptors > Chucks/ Adaptors"
"CG","CGB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1990","Chuck Keys","Chuck Keys","Chuck Keys","Chuck Keys","Drilling > Chucks > Chuck Keys"
"C","CH","","https://www.vermontsales.co.za/index.php?route=product/category&path=1860","Countersinks/Screw Pilots","Countersinks/Screw Pilots","Countersinks/Screw Pilots","Countersinks/Screw Pilots","Drilling > Countersinks/Screw Pilots"
"CH","CHA","","https://www.vermontsales.co.za/index.php?route=product/category&path=1946","Countersinks","Countersinks","Countersinks","Countersinks","Drilling > Countersinks/Screw Pilots > Countersinks"
"CH","CHB","","https://www.vermontsales.co.za/index.php?route=product/category&path=1861","Screw Pilots","Screw Pilots","Screw Pilots","Screw Pilots","Drilling > Countersinks/Screw Pilots > Screw Pilots"
